"","CASE_CODE_TYPE","CASE_CODE","CASE_CODE_TITLE","Hierarchy_level","Sort_sequence"
"2235","Source",530,"Infectious and parasitic agents, unspecified",3,865
"2236","Source",531,"Bacteria",3,866
"2237","Source",532,"Fungi",3,867
"2238","Source",5320,"Fungi, unspecified",4,868
"2239","Source",5321,"Mold, mildew",4,869
"2240","Source",5329,"Fungi, n.e.c.",4,870
"2241","Source",533,"Viruses",3,871
"2242","Source",539,"Infectious and parasitic agents, n.e.c.",3,872
"2243","Source",54,"Metallic minerals",2,873
"2244","Source",540,"Metallic minerals, unspecified",3,874
"2245","Source",541,"Metal ores--nonradiating",3,875
"2246","Source",542,"Radiating metals, natural and processed",3,876
"2247","Source",5420,"Radiating metals, natural and processed, unspecified",4,877
"2248","Source",5421,"Plutonium",4,878
"2249","Source",5422,"Radium",4,879
"2250","Source",5423,"Uranium",4,880
"2251","Source",5429,"Radiating metals, natural and processed, n.e.c.",4,881
"2252","Source",549,"Metallic minerals, n.e.c.",3,882
"2253","Source",55,"Nonmetallic minerals, except fuel",2,883
"2254","Source",550,"Nonmetallic minerals, except fuel, unspecified",3,884
"2255","Source",551,"Asbestos",3,885
"2256","Source",552,"Boulders",3,886
"2257","Source",553,"Clay--natural and processed",3,887
"2258","Source",554,"Dirt, earth",3,888
"2259","Source",555,"Mud",3,889
"2260","Source",556,"Rocks, crushed stone",3,890
"2261","Source",557,"Sand, gravel",3,891
"2262","Source",558,"Silica",3,892
"2263","Source",559,"Nonmetallic minerals, except fuel, n.e.c.",3,893
"2264","Source",56,"Person--injured or ill worker",2,894
"2265","Source",560,"Person--injured or ill worker, unspecified",3,895
"2266","Source",561,"Bodily conditions of injured, ill worker",3,896
"2267","Source",562,"Bodily motion or position of injured, ill worker",3,897
"2268","Source",569,"Person--injured or ill worker, n.e.c.",3,898
"2269","Source",57,"Person--other than injured or ill worker",2,899
"2270","Source",570,"Person, other than injured or ill worker, unspecified",3,900
"2271","Source",571,"Relative or domestic partner of injured or ill worker",3,901
"2272","Source",5710,"Relative or domestic partner of injured or ill worker, unspecified",4,902
"2273","Source",5711,"Spouse or domestic partner of injured or ill worker",4,903
"2274","Source",5712,"Immediate family member other than spouse",4,904
"2275","Source",5719,"Relative or domestic partner of injured or ill worker, n.e.c.",4,905
"2276","Source",572,"Co-worker or work associate of injured or ill worker",3,906
"2277","Source",5720,"Co-worker or work associate of injured or ill worker, unspecified",4,907
"2278","Source",5721,"Co-worker",4,908
"2279","Source",5722,"Former co-worker",4,909
"2280","Source",5723,"Work associate",4,910
"2281","Source",5724,"Former work associate",4,911
"2282","Source",5729,"Co-worker or work associate, n.e.c.",4,912
"2283","Source",573,"Student",3,913
"2284","Source",574,"Patient ",3,914
"2285","Source",575,"Other client or customer",3,915
"2286","Source",576,"Acquaintance",3,916
"2287","Source",577,"Assailant, suspect, inmate",3,917
"2288","Source",5770,"Assailant, suspect, unspecified",4,918
"2289","Source",5771,"Robber",4,919
"2290","Source",5772,"Inmate or detainee in custody",4,920
"2291","Source",5773,"Suspect not yet apprehended",4,921
"2292","Source",5779,"Assailant, suspect, n.e.c.",4,922
"2293","Source",578,"Bodily fluids or substances of other than injured or ill person",3,923
"2294","Source",5780,"Bodily fluids or substances of other than injured or ill person, unspecified",4,924
"2295","Source",5781,"Blood of other than injured or ill person",4,925
"2296","Source",5782,"Urine or feces of other than injured or ill person",4,926
"2297","Source",5783,"Mucus or saliva of other than injured or ill person",4,927
"2298","Source",5788,"Combination of bodily fluids or substances of other than injured or ill person",4,928
"2299","Source",5789,"Bodily fluids or substances of other than injured or ill person, n.e.c.",4,929
"2300","Source",579,"Person, other than injured or ill worker, n.e.c.",3,930
"2301","Source",58,"Plants, trees, vegetation--not processed",2,931
"2302","Source",580,"Plants, trees, vegetation, unspecified",3,932
"2303","Source",581,"Cash grain crops",3,933
"2304","Source",582,"Field crops",3,934
"2305","Source",583,"Flowers",3,935
"2306","Source",584,"Houseplants",3,936
"2307","Source",585,"Poison ivy, oak, sumac, Rhus",3,937
"2308","Source",5850,"Poison ivy, oak, sumac, Rhus, unspecified",4,938
"2309","Source",5851,"Poison ivy",4,939
"2310","Source",5852,"Poison oak",4,940
"2311","Source",5853,"Poison sumac",4,941
"2312","Source",5859,"Poison ivy, oak, sumac, Rhus, n.e.c.",4,942
"2313","Source",586,"Shrubs, grasses",3,943
"2314","Source",587,"Trees, logs, limbs",3,944
"2315","Source",5870,"Trees, logs, limbs, unspecified",4,945
"2316","Source",5871,"Trees",4,946
"2317","Source",5872,"Logs",4,947
"2318","Source",5873,"Limbs, branches--unattached",4,948
"2319","Source",5879,"Trees, logs, limbs, n.e.c.",4,949
"2320","Source",589,"Other plants, trees, vegetation--not processed",3,950
"2321","Source",5891,"Grain dust",4,951
"2322","Source",5899,"Plants, trees, vegetation--not processed, n.e.c.",4,952
"2323","Source",59,"Persons, plants, animals, and minerals, n.e.c.",2,953
"2324","Source",6,"STRUCTURES AND SURFACES",1,954
"2325","Source",60,"Structures and surfaces, unspecified",2,955
"2326","Source",61,"Confined spaces",2,956
"2327","Source",610,"Confined spaces, unspecified",3,957
"2328","Source",611,"Ditches, channels, trenches, excavations",3,958
"2329","Source",612,"Underground mines, caves, tunnels",3,959
"2330","Source",6120,"Mines, caves, tunnels, unspecified",4,960
"2331","Source",6121,"Underground mines, mine tunnels",4,961
"2332","Source",6122,"Sewers, manholes, storm drains",4,962
"2333","Source",6123,"Subway and train tunnels",4,963
"2334","Source",6124,"Underground pedestrian walkways",4,964
"2335","Source",6129,"Mines, caves, tunnels, n.e.c.",4,965
"2336","Source",613,"Wells, cisterns",3,966
"2337","Source",614,"Pipeline interiors ",3,967
"2338","Source",615,"Manure pits",3,968
"2339","Source",616,"Spray, paint booths",3,969
"2340","Source",617,"Tank, bin, vat interiors",3,970
"2341","Source",6170,"Tank, bin, vat interiors, unspecified",4,971
"2342","Source",6171,"Silo, grain bin interiors",4,972
"2343","Source",6172,"Grain elevator interiors",4,973
"2344","Source",6173,"Septic tank or water tank interiors",4,974
"2345","Source",6174,"Trash bin or dumpster interiors",4,975
"2346","Source",6175,"Trough interiors",4,976
"2347","Source",6176,"Oil storage tank interiors",4,977
"2348","Source",6177,"Hopper interiors",4,978
"2349","Source",6179,"Tank, bin, vat interiors, n.e.c.",4,979
"2350","Source",618,"Confined spaces on vehicles",3,980
"2351","Source",6180,"Confined spaces on vehicles, unspecified",4,981
"2352","Source",6181,"Confined spaces on ships, water vessels",4,982
"2353","Source",6182,"Tanker truck interiors",4,983
"2354","Source",6189,"Confined spaces on vehicles, n.e.c.",4,984
"2355","Source",619,"Other confined spaces",3,985
"2356","Source",6191,"Crawl spaces",4,986
"2357","Source",6199,"Confined spaces, n.e.c.",4,987
"2358","Source",62,"Buildings--office, plant, residential",2,988
"2359","Source",620,"Building, unspecified",3,989
"2360","Source",621,"Industrial buildings",3,990
"2361","Source",6210,"Industrial building, unspecified",4,991
"2362","Source",6211,"Warehouse",4,992
"2363","Source",6212,"Factory, manufacturing plant",4,993
"2364","Source",6213,"Offshore oil platform",4,994
"2365","Source",6219,"Industrial building, n.e.c.",4,995
"2366","Source",622,"Agricultural buildings",3,996
"2367","Source",6220,"Agricultural building, unspecified",4,997
"2368","Source",6221,"Barn",4,998
"2369","Source",6222,"Silo exterior ",4,999
"2370","Source",6223,"Grain bin exterior",4,1000
"2371","Source",6229,"Agricultural building, n.e.c.",4,1001
"2372","Source",623,"Commercial and retail buildings",3,1002
"2373","Source",6230,"Commercial or retail building, unspecified",4,1003
"2374","Source",6231,"Restaurant, bar",4,1004
"2375","Source",6232,"Retail establishment, store, mall",4,1005
"2376","Source",6233,"Hotel, motel, lodging establishment",4,1006
"2377","Source",6239,"Commercial or retail building, n.e.c.",4,1007
"2378","Source",624,"Medical buildings, except institutional residential",3,1008
"2379","Source",6240,"Medical buildings, except institutional residential, unspecified",4,1009
"2380","Source",6241,"Hospital",4,1010
"2381","Source",6242,"Clinic or doctor?s office",4,1011
"2382","Source",6243,"Laboratory",4,1012
"2383","Source",6249,"Medical buildings, except institutional residential, n.e.c.",4,1013
"2384","Source",625,"Residential buildings, except institutionalized",3,1014
"2385","Source",6250,"Residential building, except institutionalized, unspecified",4,1015
"2386","Source",6251,"House, townhouse, rowhouse",4,1016
"2387","Source",6252,"High-rise apartment building, condominium",4,1017
"2388","Source",6253,"Low or mid-rise apartment building, condominium",4,1018
"2389","Source",6254,"Mobile or prefabricated home",4,1019
"2390","Source",6259,"Residential building, except institutionalized, n.e.c.",4,1020
"2391","Source",626,"Other public and office buildings",3,1021
"2392","Source",6260,"Other public or office building, unspecified",4,1022
"2393","Source",6261,"Skyscraper, high-rise--except government",4,1023
"2394","Source",6262,"Low or mid-rise office building--except government",4,1024
"2395","Source",6263,"Government building, post office",4,1025
"2396","Source",6269,"Public or office building, n.e.c.",4,1026
"2397","Source",627,"Institutionalized residential building, except jails",3,1027
"2398","Source",628,"Prisons, jails",3,1028
"2399","Source",629,"Building, n.e.c.",3,1029
"2400","Source",63,"Structures other than buildings",2,1030
"2401","Source",630,"Structures other than buildings, unspecified",3,1031
"2402","Source",631,"Bridges, dams, locks",3,1032
"2403","Source",632,"Grandstands, stadia",3,1033
"2404","Source",633,"Pools",3,1034
"2405","Source",634,"Scaffolds, staging",3,1035
"2406","Source",6340,"Scaffolds--staging, unspecified",4,1036
"2407","Source",6341,"Scaffolds--improvised staging",4,1037
"2408","Source",6342,"Scaffolds--self-supporting staging",4,1038
"2409","Source",6343,"Scaffolds--staging supported by structure or other means",4,1039
"2410","Source",6344,"Scaffolds--suspended staging",4,1040
"2411","Source",6345,"Machine platforms",4,1041
"2412","Source",6346,"Catwalks",4,1042
"2413","Source",6349,"Scaffolds--staging, n.e.c.",4,1043
"2414","Source",635,"Towers, poles",3,1044
"2415","Source",6350,"Towers, poles, unspecified",4,1045
"2416","Source",6351,"Telecommunications and cell phone towers",4,1046
"2417","Source",6352,"Utility and telephone poles",4,1047
"2418","Source",6353,"Lamp posts, street lights",4,1048
"2419","Source",6354,"Windmills, wind turbines",4,1049
"2420","Source",6359,"Towers, poles, n.e.c.",4,1050
"2421","Source",636,"Excavations, strip mines, and quarries (except confined space)",3,1051
"2422","Source",639,"Other structures",3,1052
"2423","Source",6390,"Other structures, unspecified",4,1053
"2424","Source",6391,"Guardrails, road dividers",4,1054
"2425","Source",6392,"Posts, bollards, moorings",4,1055
"2426","Source",6393,"Hydrants",4,1056
"2427","Source",6394,"Road signs",4,1057
"2428","Source",6395,"Porches, balconies, decks, patios",4,1058
"2429","Source",6396,"Railroad tracks",4,1059
"2430","Source",6397,"Mailboxes ",4,1060
"2431","Source",6399,"Structures, n.e.c.",4,1061
"2432","Source",64,"Building systems",2,1062
"2433","Source",640,"Building systems, unspecified",3,1063
"2434","Source",641,"Climate control systems",3,1064
"2435","Source",642,"Plumbing systems",3,1065
"2436","Source",643,"Electrical systems",3,1066
"2437","Source",644,"Security systems",3,1067
"2438","Source",649,"Building systems, n.e.c.",3,1068
"2439","Source",65,"Other structural elements",2,1069
"2440","Source",650,"Other structural elements, unspecified",3,1070
"2441","Source",651,"Entrances and exits",3,1071
"2442","Source",6510,"Entrances and exits, unspecified",4,1072
"2443","Source",6511,"Doors, except garage and vehicle",4,1073
"2444","Source",6512,"Garage doors",4,1074
"2445","Source",6519,"Entrances and exits, n.e.c.",4,1075
"2446","Source",652,"Fences, fence panels, gates",3,1076
"2447","Source",6520,"Fences, fence panels, gates, unspecified",4,1077
"2448","Source",6521,"Chain-link fences, panels",4,1078
"2449","Source",6522,"Barbed-wire fences",4,1079
"2450","Source",6523,"Wooden fences, panels",4,1080
"2451","Source",6524,"Gates",4,1081
"2452","Source",6529,"Fences, fence panels, gates, n.e.c.",4,1082
"2453","Source",653,"Windows, openings",3,1083
"2454","Source",654,"Roofs",3,1084
"2455","Source",6540,"Roofs, unspecified",4,1085
"2456","Source",6541,"Skylights",4,1086
"2457","Source",6542,"Existing roof openings, other than skylights",4,1087
"2458","Source",6543,"Roof surfaces other than roof edge",4,1088
"2459","Source",6544,"Roof edges",4,1089
"2460","Source",6549,"Roofs, n.e.c.",4,1090
"2461","Source",655,"Trusses, girders, beams--structurally attached",3,1091
"2462","Source",6550,"Trusses, girders, beams--structurally attached, unspecified",4,1092
"2463","Source",6551,"Girders, beams, structural steel",4,1093
"2464","Source",6552,"Roof trusses, joists",4,1094
"2465","Source",656,"Ceilings, walls",3,1095
"2466","Source",6560,"Ceilings, walls, unspecified",4,1096
"2467","Source",6561,"Ceilings",4,1097
"2468","Source",6562,"Walls",4,1098
"2469","Source",6569,"Ceilings, walls, n.e.c.",4,1099
"2470","Source",657,"Handrails, banisters",3,1100
"2471","Source",658,"Elevator shafts",3,1101
"2472","Source",659,"Structural elements, n.e.c.",3,1102
"2473","Source",66,"Floors, walkways, ground surfaces",2,1103
"2474","Source",660,"Floors, walkways, ground surfaces, unspecified",3,1104
"2475","Source",661,"Stairs, steps, escalators",3,1105
"2476","Source",6610,"Stairs, steps, unspecified",4,1106
"2477","Source",6611,"Stairs, steps--indoors",4,1107
"2478","Source",6612,"Stairs, steps--outdoors",4,1108
"2479","Source",6613,"Escalators",4,1109
"2480","Source",662,"Floors",3,1110
"2481","Source",6620,"Floor, unspecified",4,1111
"2482","Source",6621,"Existing floor opening ",4,1112
"2483","Source",6622,"Floor irregularity",4,1113
"2484","Source",6629,"Floor, n.e.c.",4,1114
"2485","Source",663,"Ground",3,1115
"2486","Source",6630,"Ground, unspecified",4,1116
"2487","Source",6631,"Ground irregularity",4,1117
"2488","Source",6639,"Ground, n.e.c.",4,1118
"2489","Source",664,"Sidewalks, paths, outdoor walkways",3,1119
"2490","Source",6640,"Sidewalks, paths, outdoor walkways, unspecified",4,1120
"2491","Source",6641,"Sidewalk, path, or outdoor walkway irregularity",4,1121
"2492","Source",6642,"Sidewalk, path, outdoor walkway--paved",4,1122
"2493","Source",6643,"Sidewalk, path, outdoor walkway--unpaved",4,1123
"2494","Source",665,"Streets, roads, driveways",3,1124
"2495","Source",6650,"Street, road, driveway, unspecified",4,1125
"2496","Source",6651,"Street, road, or driveway irregularity",4,1126
"2497","Source",6652,"Street, road, driveway--paved",4,1127
"2498","Source",6653,"Street, road, driveway--unpaved",4,1128
"2499","Source",666,"Parking lots",3,1129
"2500","Source",6660,"Parking lot, unspecified",4,1130
"2501","Source",6661,"Parking lot irregularity",4,1131
"2502","Source",6662,"Parking lot--paved",4,1132
"2503","Source",6663,"Parking lot--unpaved",4,1133
"2504","Source",667,"Curbs, traffic calming bumps, embankments",3,1134
"2505","Source",6670,"Curbs, traffic calming bumps, embankments, unspecified",4,1135
"2506","Source",6671,"Curbs",4,1136
"2507","Source",6672,"Speed bumps, speed humps",4,1137
"2508","Source",6673,"Concrete parking blocks and barriers",4,1138
"2509","Source",6674,"Berms",4,1139
"2510","Source",6675,"Embankments ",4,1140
"2511","Source",6676,"Culverts, nonconfined ditches",4,1141
"2512","Source",6679,"Curbs, traffic calming bumps, embankments, n.e.c.",4,1142
"2513","Source",669,"Other floors, walkways, ground surfaces",3,1143
"2514","Source",6690,"Other floors, walkways, ground surfaces, unspecified",4,1144
"2515","Source",6691,"Piers, wharfs",4,1145
"2516","Source",6692,"Ramps, loading docks, dock plates",4,1146
"2517","Source",6693,"Moving walkways",4,1147
"2518","Source",6694,"Grates and drains in floor surface",4,1148
"2519","Source",6695,"Airport runways",4,1149
"2520","Source",6699,"Floors, walkways, ground surfaces, n.e.c.",4,1150
"2521","Source",67,"Geographical structures",2,1151
"2522","Source",670,"Geographical structures, unspecified",3,1152
"2523","Source",671,"Raised natural structures, hills, mountains",3,1153
"2524","Source",6710,"Raised natural structures, hills, mountains, unspecified",4,1154
"2525","Source",6711,"Hills",4,1155
"2526","Source",6712,"Mountains",4,1156
"2527","Source",6719,"Raised natural structures, hills, mountains, n.e.c.",4,1157
"2528","Source",672,"Recessed natural structures, valleys",3,1158
"2529","Source",6720,"Recessed natural structures, valleys, unspecified",4,1159
"2530","Source",6721,"Valley",4,1160
"2531","Source",6722,"Gorge, crevice",4,1161
"2532","Source",6729,"Recessed natural structures, valleys n.e.c.",4,1162
"2533","Source",673,"Water bodies--natural",3,1163
"2534","Source",6730,"Water bodies--natural, unspecified",4,1164
"2535","Source",6731,"Natural ponds",4,1165
"2536","Source",6732,"Lakes",4,1166
"2537","Source",6733,"Rivers, streams",4,1167
"2538","Source",6734,"Oceans",4,1168
"2539","Source",6739,"Water bodies--natural, n.e.c.",4,1169
"2540","Source",679,"Geographical structures, n.e.c.",3,1170
"2541","Source",69,"Structures and surfaces, n.e.c.",2,1171
"2542","Source",7,"TOOLS, INSTRUMENTS, AND EQUIPMENT",1,1172
"2543","Source",70,"Tools, instruments, and equipment, unspecified",2,1173
"2544","Source",71,"Handtools--nonpowered",2,1174
"2545","Source",710,"Handtools--nonpowered, unspecified",3,1175
"2546","Source",711,"Boring handtools--nonpowered",3,1176
"2547","Source",7110,"Boring handtools--nonpowered, unspecified",4,1177
"2548","Source",7111,"Augers, plumbing snakes--nonpowered",4,1178
"2549","Source",7112,"Braces--nonpowered",4,1179
"2550","Source",7113,"Drills--nonpowered",4,1180
"2551","Source",7119,"Boring handtools--nonpowered, n.e.c.",4,1181
"2552","Source",712,"Cutting handtools--nonpowered",3,1182
"2553","Source",7120,"Cutting handtools--nonpowered, unspecified",4,1183
"2554","Source",7121,"Axes, hatchets",4,1184
"2555","Source",7122,"Bolt cutters--nonpowered",4,1185
"2556","Source",7123,"Chisels--nonpowered",4,1186
"2557","Source",7124,"Box cutters and razor knives",4,1187
"2558","Source",7125,"Knives, unspecified or n.e.c.",4,1188
"2559","Source",7126,"Saws--nonpowered",4,1189
"2560","Source",7127,"Scissors, snips, shears--nonpowered",4,1190
"2561","Source",7129,"Cutting handtools--nonpowered, n.e.c.",4,1191
"2562","Source",713,"Digging handtools--nonpowered",3,1192
"2563","Source",7130,"Digging handtools--nonpowered, unspecified",4,1193
"2564","Source",7131,"Hoes",4,1194
"2565","Source",7132,"Picks",4,1195
"2566","Source",7133,"Shovels",4,1196
"2567","Source",7134,"Trowels",4,1197
"2568","Source",7139,"Digging handtools--nonpowered, n.e.c.",4,1198
"2569","Source",714,"Gripping handtools--nonpowered",3,1199
"2570","Source",7140,"Gripping handtools--nonpowered, unspecified",4,1200
"2571","Source",7141,"Pliers, tongs",4,1201
"2572","Source",7142,"Vises, clamps",4,1202
"2573","Source",7149,"Gripping handtools--nonpowered, n.e.c.",4,1203
"2574","Source",715,"Striking and nailing handtools--nonpowered",3,1204
"2575","Source",7150,"Striking and nailing handtools--nonpowered, unspecified",4,1205
"2576","Source",7151,"Hammers, except sledge--nonpowered",4,1206
"2577","Source",7152,"Mallets",4,1207
"2578","Source",7153,"Punches, counterpunches, countersinks--nonpowered",4,1208
"2579","Source",7154,"Sledges, sledgehammers",4,1209
"2580","Source",7155,"Toe kickers, knee kickers",4,1210
"2581","Source",7159,"Striking and nailing handtools--nonpowered, n.e.c.",4,1211
"2582","Source",716,"Surfacing handtools--nonpowered",3,1212
"2583","Source",7160,"Surfacing handtools--nonpowered, unspecified",4,1213
"2584","Source",7161,"Files--surfacing handtool",4,1214
"2585","Source",7162,"Planes--surfacing handtool",4,1215
"2586","Source",7163,"Sanders--nonpowered",4,1216
"2587","Source",7164,"Sharpening stones and wheels--nonpowered",4,1217
"2588","Source",7165,"Scrapers--nonpowered",4,1218
"2589","Source",7166,"Putty knives",4,1219
"2590","Source",7169,"Surfacing handtools--nonpowered, n.e.c.",4,1220
"2591","Source",717,"Turning handtools--nonpowered",3,1221
"2592","Source",7170,"Turning handtools--nonpowered, unspecified",4,1222
"2593","Source",7171,"Screwdrivers--nonpowered",4,1223
"2594","Source",7172,"Ratchet drivers--nonpowered ",4,1224
"2595","Source",7173,"Wrenches--nonpowered ",4,1225
"2596","Source",7179,"Turning handtools--nonpowered, n.e.c.",4,1226
"2597","Source",719,"Other handtools--nonpowered",3,1227
"2598","Source",7190,"Other handtools--nonpowered, unspecified",4,1228
"2599","Source",7191,"Brooms, mops, and other cleaning tools",4,1229
"2600","Source",7192,"Crowbars",4,1230
"2601","Source",7193,"Pitchforks, spading forks",4,1231
"2602","Source",7194,"Rakes",4,1232
"2603","Source",7195,"Stapling tools--nonpowered",4,1233
"2604","Source",7196,"Tape guns",4,1234
"2605","Source",7199,"Handtools--nonpowered, n.e.c.",4,1235
"2606","Source",72,"Handtools--powered",2,1236
"2607","Source",720,"Handtools--powered, unspecified",3,1237
"2608","Source",721,"Boring handtools--powered",3,1238
"2609","Source",7210,"Boring handtools--powered, unspecified",4,1239
"2610","Source",7211,"Augers, plumbing snakes--powered",4,1240
"2611","Source",7212,"Braces--powered",4,1241
"2612","Source",7213,"Drills--powered",4,1242
"2613","Source",7214,"Routers and molders--powered",4,1243
"2614","Source",7219,"Boring handtools--powered, n.e.c",4,1244
"2615","Source",722,"Cutting handtools--powered",3,1245
"2616","Source",7220,"Cutting handtools--powered, unspecified",4,1246
"2617","Source",7221,"Chainsaws--powered",4,1247
"2618","Source",7222,"Chisels--powered",4,1248
"2619","Source",7223,"Knives--powered",4,1249
"2620","Source",7224,"Saws--powered, except chainsaws",4,1250
"2621","Source",7225,"Lawn edgers, clippers, trimmers--powered",4,1251
"2622","Source",7229,"Cutting handtools--powered, n.e.c.",4,1252
"2623","Source",723,"Striking and nailing handtools--powered",3,1253
"2624","Source",7230,"Striking and nailing handtools--powered, unspecified",4,1254
"2625","Source",7231,"Hammers--powered",4,1255
"2626","Source",7232,"Jackhammers--powered",4,1256
"2627","Source",7233,"Punches--powered",4,1257
"2628","Source",7234,"Riveters--powered",4,1258
"2629","Source",7235,"Nail guns--powered",4,1259
"2630","Source",7236,"Stapling tools--electric or pneumatic",4,1260
"2631","Source",7239,"Striking and nailing handtools--powered, n.e.c.",4,1261
"2632","Source",724,"Surfacing handtools--powered",3,1262
"2633","Source",7240,"Surfacing handtools--powered, unspecified",4,1263
"2634","Source",7241,"Buffers, polishers, waxers--powered",4,1264
"2635","Source",7242,"Hand grinders--powered",4,1265
"2636","Source",7243,"Sanders--powered",4,1266
"2637","Source",7244,"Sandblasters--powered",4,1267
"2638","Source",7249,"Surfacing handtools--powered, n.e.c.",4,1268
"2639","Source",725,"Turning handtools--powered",3,1269
"2640","Source",7250,"Turning handtools--powered, unspecified",4,1270
"2641","Source",7251,"Bolt setters--powered",4,1271
"2642","Source",7252,"Impact wrenches--powered",4,1272
"2643","Source",7253,"Screwdrivers--powered",4,1273
"2644","Source",7254,"Tongs--powered",4,1274
"2645","Source",7259,"Turning handtools--powered, n.e.c.",4,1275
"2646","Source",726,"Welding and heating handtools--powered",3,1276
"2647","Source",7260,"Welding and heating handtools--powered, unspecified",4,1277
"2648","Source",7261,"Welding, cutting, and blow torches",4,1278
"2649","Source",7262,"Soldering irons--powered",4,1279
"2650","Source",7263,"Heat guns",4,1280
"2651","Source",7269,"Welding and heating handtools--powered, n.e.c.",4,1281
"2652","Source",729,"Other handtools--powered",3,1282
"2653","Source",7290,"Other handtools--powered, unspecified",4,1283
"2654","Source",7291,"Scrubbers--powered",4,1284
"2655","Source",7292,"Sprayers, air guns--paint",4,1285
"2656","Source",7293,"Power washers",4,1286
"2657","Source",7294,"Laser pointers",4,1287
"2658","Source",7295,"Spreaders--powered",4,1288
"2659","Source",7296,"Push-pull rams--powered",4,1289
"2660","Source",7299,"Handtools--powered, n.e.c.",4,1290
"2661","Source",73,"Handtools--power not determined",2,1291
"2662","Source",730,"Handtools--power not determined, unspecified",3,1292
"2663","Source",731,"Boring handtools--power not determined",3,1293
"2664","Source",7310,"Boring handtools--power not determined, unspecified",4,1294
"2665","Source",7311,"Augers, plumbing snakes--power not determined",4,1295
"2666","Source",7312,"Braces--power not determined",4,1296
"2667","Source",7313,"Drills--power not determined",4,1297
"2668","Source",7319,"Boring handtools--power not determined, n.e.c.",4,1298
"2669","Source",732,"Cutting handtools--power not determined",3,1299
"2670","Source",7320,"Cutting handtools--power not determined, unspecified",4,1300
"2671","Source",7321,"Chisels--power not determined",4,1301
"2672","Source",7322,"Knives--power not determined",4,1302
"2673","Source",7323,"Saws--power not determined",4,1303
"2674","Source",7329,"Cutting handtools--power not determined, n.e.c.",4,1304
"2675","Source",733,"Striking and nailing handtools--power not determined",3,1305
"2676","Source",7330,"Striking and nailing handtools--power not determined, unspecified",4,1306
"2677","Source",7331,"Hammers--power not determined",4,1307
"2678","Source",7332,"Punches--power not determined",4,1308
"2679","Source",7339,"Striking and nailing handtools--power not determined, n.e.c.",4,1309
"2680","Source",734,"Surfacing handtools--power not determined",3,1310
"2681","Source",7340,"Surfacing handtools--power not determined, unspecified",4,1311
"2682","Source",7341,"Sanders--power not determined",4,1312
"2683","Source",7349,"Surfacing handtools--power not determined, n.e.c.",4,1313
"2684","Source",735,"Turning handtools--power not determined",3,1314
"2685","Source",7350,"Turning handtools--power not determined, unspecified",4,1315
"2686","Source",7351,"Screwdrivers--power not determined",4,1316
"2687","Source",7352,"Wrenches--power not determined",4,1317
"2688","Source",7359,"Turning handtools--power not determined, n.e.c.",4,1318
"2689","Source",736,"Measuring handtools",3,1319
"2690","Source",7360,"Measuring handtools, unspecified",4,1320
"2691","Source",7361,"Calipers, micrometers",4,1321
"2692","Source",7362,"Dividers",4,1322
"2693","Source",7363,"Gauges",4,1323
"2694","Source",7364,"Levels",4,1324
"2695","Source",7365,"Plumb bobs",4,1325
"2696","Source",7366,"Rulers, tape measures",4,1326
"2697","Source",7367,"Squares",4,1327
"2698","Source",7368,"Scales",4,1328
"2699","Source",7369,"Measuring handtools, n.e.c.",4,1329
"2700","Source",739,"Other handtools--power not determined",3,1330
"2701","Source",7391,"Staplers--power not determined",4,1331
"2702","Source",7399,"Handtools--power not determined, n.e.c.",4,1332
"2703","Source",74,"Ladders",2,1333
"2704","Source",740,"Ladders, unspecified",3,1334
"2705","Source",741,"Ladders--fixed",3,1335
"2706","Source",742,"Ladders--movable",3,1336
"2707","Source",7420,"Movable ladders, unspecified",4,1337
"2708","Source",7421,"Extension ladders",4,1338
"2709","Source",7422,"Step ladders",4,1339
"2710","Source",7423,"Straight ladders",4,1340
"2711","Source",7424,"Truck mounted ladders, aerial ladder trams",4,1341
"2712","Source",7429,"Movable ladders, n.e.c.",4,1342
"2713","Source",749,"Ladders, n.e.c.",3,1343
"2714","Source",75,"Medical and surgical instruments and equipment",2,1344
"2715","Source",750,"Medical and surgical instruments and equipment, unspecified",3,1345
"2716","Source",751,"Medical sharps instruments",3,1346
"2717","Source",7510,"Medical sharps instruments, unspecified",4,1347
"2718","Source",7511,"Needles, syringes",4,1348
"2719","Source",7512,"Scalpels",4,1349
"2720","Source",7519,"Medical sharps instruments, n.e.c.",4,1350
"2721","Source",752,"Health care and orthopedic equipment",3,1351
"2722","Source",7520,"Health care and orthopedic equipment, unspecified",4,1352
"2723","Source",7521,"Canes, crutches, walkers",4,1353
"2724","Source",7529,"Health care and orthopedic equipment, n.e.c.",4,1354
"2725","Source",753,"Wheelchairs and other mobility devices",3,1355
"2726","Source",7530,"Wheelchairs and other mobility devices, unspecified",4,1356
"2727","Source",7531,"Wheelchairs--powered",4,1357
"2728","Source",7532,"Mobility scooters--powered",4,1358
"2729","Source",7533,"Wheelchairs--nonpowered",4,1359
"2730","Source",7539,"Wheelchairs and other mobility devices, n.e.c.",4,1360
"2731","Source",754,"Latex gloves",3,1361
"2732","Source",755,"Stretchers, backboards, wheeled cots, stair chairs",3,1362
"2733","Source",756,"Intravenous (IV) poles and machines",3,1363
"2734","Source",757,"Patient hoists, lifting harnesses",3,1364
"2735","Source",759,"Medical and surgical instruments and equipment, n.e.c.",3,1365
